lake_nhdid,percent_bass,state,stock_size,wae_mod_lifestage,wae_repro,year,lake_waterarea_ha,lake_shorelinedevfactor,gdd_wtr_5c,tsi,trophic,stock_density,wae_mod,lake_maxdepth_m,rsvr,lake_namelagos,lake_countyfips,lake_lat_decdeg,lake_lon_decdeg,fips,merge_key,state_abbr,county_name,median_income,population,year_diff,prop_below_poverty,prop_hs_grad,prop_bachelors
167258106,0.405762487,MN,Fry,yoy,combo,2006,4007.537143,2.78868992,2527.649286,49.0914657,mesotrophic,708.6646732,0.341708543,23.0,Rsvr,Gull Lake,27021,46.4463182330638,-94.351067028769,27021,27021_2006,MN,"Cass County, Minnesota",43992.0,28519.0,6,0.16283880921490937,0.10147620884322732,0.003120726533188401
167258106,0.386563399,MN,Fry,yoy,combo,2009,4007.537143,2.78868992,2239.873851,57.13587722,eutrophic,704.921726,0.884422111,23.0,Rsvr,Gull Lake,27021,46.4463182330638,-94.351067028769,27021,27021_2009,MN,"Cass County, Minnesota",43992.0,28519.0,3,0.16283880921490937,0.10147620884322732,0.003120726533188401
120018307,0.389361817,MN,Large_Fingerling,age_1,combo,2012,641.8065383,3.17988276,2430.777248,55.73201125,eutrophic,88.81959999,0.371248025,31.96092606,Rsvr,Washburn Lake,27021,46.861998826979,-93.9880028864234,27021,27021_2012,MN,"Cass County, Minnesota",43992.0,28519.0,0,0.16283880921490937,0.10147620884322732,0.003120726533188401
120018307,0.451081067,MN,Large_Fingerling,age_1,combo,2008,641.8065383,3.17988276,2160.126447,48.14676617,mesotrophic,24.18018371,0.2164297,31.96092606,Rsvr,Washburn Lake,27021,46.861998826979,-93.9880028864234,27021,27021_2008,MN,"Cass County, Minnesota",43992.0,28519.0,4,0.16283880921490937,0.10147620884322732,0.003120726533188401
120020973,0.461867739,MN,Large_Fingerling,age_1,combo,2005,506.1446257,3.147307457,2425.187616,44.16902117,mesotrophic,9.088311455,0.255924171,24.38281059,Rsvr,Thunder Lake,27021,46.9585184885488,-93.9747001994984,27021,27021_2005,MN,"Cass County, Minnesota",43992.0,28519.0,7,0.16283880921490937,0.10147620884322732,0.003120726533188401
120019001,0.483239837,MN,Large_Fingerling,age_1,none,2008,168.1192722,1.41041576,2203.927251,42.55838904,mesotrophic,33.79148581,0.691943128,20.99317551,Nl,Upper Trelipe Lake,27021,46.9746649521749,-94.0353664750469,27021,27021_2008,MN,"Cass County, Minnesota",43992.0,28519.0,4,0.16283880921490937,0.10147620884322732,0.003120726533188401
120019001,0.461835898,MN,Large_Fingerling,age_1,none,2010,168.1192722,1.41041576,2478.308533,46.35813221,mesotrophic,36.48005325,0.75671406,20.99317551,Nl,Upper Trelipe Lake,27021,46.9746649521749,-94.0353664750469,27021,27021_2010,MN,"Cass County, Minnesota",43992.0,28519.0,2,0.16283880921490937,0.10147620884322732,0.003120726533188401
166866592,0.436774583,MN,Large_Fingerling,age_1,none,2008,452.5708153,2.336946017,2153.366159,49.65903464,mesotrophic,83.12732225,0.393364929,23.97480392,Rsvr,Inguadona Lake,27021,46.972489719523,-94.1300834565761,27021,27021_2008,MN,"Cass County, Minnesota",43992.0,28519.0,4,0.16283880921490937,0.10147620884322732,0.003120726533188401
72862521,0.403966572,MN,Large_Fingerling,age_1,none,2008,246.1204677,1.837883007,2222.465235,52.51538767,eutrophic,96.61935159,0.565560821,9.751496315,Nl,Lower Trelipe Lake,27021,46.9901984103284,-94.0706403053799,27021,27021_2008,MN,"Cass County, Minnesota",43992.0,28519.0,4,0.16283880921490937,0.10147620884322732,0.003120726533188401
72862521,0.484856852,MN,Large_Fingerling,age_1,none,2010,246.1204677,1.837883007,2501.718363,49.29610672,mesotrophic,61.96152699,0.698262243,9.751496315,Nl,Lower Trelipe Lake,27021,46.9901984103284,-94.0706403053799,27021,27021_2010,MN,"Cass County, Minnesota",43992.0,28519.0,2,0.16283880921490937,0.10147620884322732,0.003120726533188401
120018989,0.512824961,MN,Large_Fingerling,age_1,none,2005,378.5231793,3.079453815,2351.872559,43.91190757,mesotrophic,40.56554747,0.023696682,35.04167557,Rsvr,Long Lake,27021,47.0323851981468,-94.1627209544413,27021,27021_2005,MN,"Cass County, Minnesota",43992.0,28519.0,7,0.16283880921490937,0.10147620884322732,0.003120726533188401
120018925,0.427038661,MN,Large_Fingerling,age_1,combo,2012,618.350122,1.507848039,2403.797099,58.92451118,eutrophic,24.28882839,0.134281201,16.07615471,Nl,Portage Lake,27021,47.3404342726877,-94.2977996745641,27021,27021_2012,MN,"Cass County, Minnesota",43992.0,28519.0,0,0.16283880921490937,0.10147620884322732,0.003120726533188401
72863677,0.511195459,MN,Large_Fingerling,age_1,none,2010,306.643767,1.973882451,2460.693336,48.14676617,mesotrophic,40.79326354,0.255924171,20.39653206,Nl,Black Water Lake; Blackwater Lake,27021,46.9086906506918,-94.3045920194292,27021,27021_2010,MN,"Cass County, Minnesota",43992.0,28519.0,2,0.16283880921490937,0.10147620884322732,0.003120726533188401
59812521,0.455522886,MN,Large_Fingerling,age_1,none,2007,357.7747214,2.487124888,2552.318658,37.13118852,mesotrophic,17.94145762,0.023696682,17.36834145,Nl,Sylvan Lake,27021,46.3728110372212,-94.3862541688979,27021,27021_2007,MN,"Cass County, Minnesota",43992.0,28519.0,5,0.16283880921490937,0.10147620884322732,0.003120726533188401
114539919,0.51748976,MN,Large_Fingerling,age_1,combo,2007,189.2264407,2.7516812,2097.737689,37.6121314,mesotrophic,69.26621857,0.060031596,21.6397438,Rsvr,Hungry Jack Lake,27031,48.0575645239632,-90.4217440083355,27031,27031_2007,MN,"Cook County, Minnesota",50309.0,5206.0,5,0.09661928543987706,0.17575873991548213,0.01920860545524395
114539919,0.529769301,MN,Large_Fingerling,age_1,combo,2011,189.2264407,2.7516812,2005.426616,48.14676617,mesotrophic,32.98164874,0.060031596,21.6397438,Rsvr,Hungry Jack Lake,27031,48.0575645239632,-90.4217440083355,27031,27031_2011,MN,"Cook County, Minnesota",50309.0,5206.0,1,0.09661928543987706,0.17575873991548213,0.01920860545524395
120018346,0.488333954,MN,Large_Fingerling,age_1,none,2011,263.3615011,1.442082604,2458.897401,57.76902117,eutrophic,37.89468072,0.890995261,19.20049286,Nl,Lake Geneva,27041,45.8993130561942,-95.3274413551598,27041,27041_2011,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125277,0.450663909,MN,Large_Fingerling,age_1,combo,2011,726.3016207,1.567803876,2473.943084,50.96902117,eutrophic,18.67681362,0.778830964,25.8788414,Nl,Lake Le Homme Dieu,27041,45.9294739129478,-95.3410363246953,27041,27041_2011,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125241,1.0,MN,Large_Fingerling,age_1,none,2008,1056.64497,1.790065566,2280.121148,49.0914657,mesotrophic,42.05575311,0.116903633,48.51011658,Nl,Lake Carlos,27041,45.9563176109594,-95.3697681102099,27041,27041_2008,MN,"Douglas County, Minnesota",50365.0,36167.0,4,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125241,0.980392157,MN,Large_Fingerling,age_1,none,2010,1056.64497,1.790065566,2506.02459,49.29610672,mesotrophic,13.62425451,0.371248025,48.51011658,Nl,Lake Carlos,27041,45.9563176109594,-95.3697681102099,27041,27041_2010,MN,"Douglas County, Minnesota",50365.0,36167.0,2,0.10067188320844969,0.1167915503082921,0.003041446622611773
58123651,0.348366627,MN,Large_Fingerling,age_1,combo,2013,259.7858485,1.153637179,2463.045991,55.00575451,eutrophic,36.36456741,0.510268562,13.35996056,Nl,Lake Irene,27041,46.0612585609248,-95.3075084097913,27041,27041_2013,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
86366027,0.491277039,MN,Large_Fingerling,age_1,combo,2008,329.1581004,2.197668052,2340.19715,49.0914657,mesotrophic,55.43232865,0.255924171,23.7417202,Nl,Maple Lake,27041,45.7815854147451,-95.3634512616573,27041,27041_2008,MN,"Douglas County, Minnesota",50365.0,36167.0,4,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018709,0.35365681,MN,Large_Fingerling,age_1,none,2009,86.31273961,1.507442391,2209.244983,61.3606155,eutrophic,67.6609273,0.134281201,5.789832592,Nl,Turtle Lake,27041,45.7749008585116,-95.3975842889985,27041,27041_2009,MN,"Douglas County, Minnesota",50365.0,36167.0,3,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018705,0.402542086,MN,Large_Fingerling,age_1,none,2013,292.6277417,2.314592857,2439.652828,55.63083143,eutrophic,50.56595083,0.134281201,5.786954403,Nl,Lake Oscar,27041,45.8281020112212,-95.605647858646,27041,27041_2013,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018681,0.397315741,MN,Large_Fingerling,age_1,none,2012,155.494275,1.644767845,2663.194184,67.85825732,hyper_eutrophic,32.46421774,0.494470774,4.266589642,Nl,Stowe Lake,27041,45.994156557329,-95.6296021847702,27041,27041_2012,MN,"Douglas County, Minnesota",50365.0,36167.0,0,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125241,0.669484566,MN,Large_Fingerling,age_1,none,2012,1056.64497,1.790065566,2539.838019,41.34676617,mesotrophic,23.30489492,0.004739336,48.51011658,Nl,Lake Carlos,27041,45.9563176109594,-95.3697681102099,27041,27041_2012,MN,"Douglas County, Minnesota",50365.0,36167.0,0,0.10067188320844969,0.1167915503082921,0.003041446622611773
58123651,0.429294626,MN,Large_Fingerling,age_1,combo,2009,259.7858485,1.153637179,2257.224937,58.92451118,eutrophic,18.70771648,0.813586098,13.35996056,Nl,Lake Irene,27041,46.0612585609248,-95.3075084097913,27041,27041_2009,MN,"Douglas County, Minnesota",50365.0,36167.0,3,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125473,0.467654601,MN,Large_Fingerling,age_1,none,2011,422.0085608,1.480923855,2481.641834,51.52003093,eutrophic,18.43564497,0.134281201,18.89667702,Nl,Lake Darling,27041,45.9185881003542,-95.3960807000557,27041,27041_2011,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018680,0.502030698,MN,Large_Fingerling,age_1,none,2008,92.88493147,1.386482683,2422.956364,50.1449957,eutrophic,61.58157097,0.134281201,10.66747952,Nl,Devils Lake,27041,45.9907680010425,-95.5763336562913,27041,27041_2008,MN,"Douglas County, Minnesota",50365.0,36167.0,4,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018670,0.377424443,MN,Large_Fingerling,age_1,none,2009,241.673073,1.439907597,2248.584896,53.15813221,eutrophic,61.45492262,0.494470774,4.876549721,Rsvr,Lake Aaron,27041,46.0723560476307,-95.5846699165131,27041,27041_2009,MN,"Douglas County, Minnesota",50365.0,36167.0,3,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018705,0.396035214,MN,Large_Fingerling,age_1,none,2009,292.6277417,2.314592857,2213.534658,53.21928095,eutrophic,53.76455393,0.832543444,5.786954403,Nl,Lake Oscar,27041,45.8281020112212,-95.605647858646,27041,27041_2009,MN,"Douglas County, Minnesota",50365.0,36167.0,3,0.10067188320844969,0.1167915503082921,0.003041446622611773
58126421,0.388582585,MN,Fry,yoy,combo,2006,383.6800398,1.269138808,2618.533428,54.94676617,eutrophic,1304.149156,0.763819095,24.38281059,Nl,Lake Andrew,27041,45.8209184784496,-95.4220155131166,27041,27041_2006,MN,"Douglas County, Minnesota",50365.0,36167.0,6,0.10067188320844969,0.1167915503082921,0.003041446622611773
58126421,0.319046393,MN,Fry,yoy,combo,2010,383.6800398,1.269138808,2576.83016,54.15037499,eutrophic,1303.033643,0.43718593,24.38281059,Nl,Lake Andrew,27041,45.8209184784496,-95.4220155131166,27041,27041_2010,MN,"Douglas County, Minnesota",50365.0,36167.0,2,0.10067188320844969,0.1167915503082921,0.003041446622611773
86365847,0.378842174,MN,Large_Fingerling,age_1,combo,2013,98.62282903,1.56188308,2556.513035,56.83462445,eutrophic,46.13536282,0.287519747,5.485744953,Nl,Freeborn Lake,27041,45.7944282808165,-95.6170862380458,27041,27041_2013,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018346,0.458665715,MN,Large_Fingerling,age_1,none,2007,263.3615011,1.442082604,2654.39002,55.73201125,eutrophic,12.87963497,0.060031596,19.20049286,Nl,Lake Geneva,27041,45.8993130561942,-95.3274413551598,27041,27041_2007,MN,"Douglas County, Minnesota",50365.0,36167.0,5,0.10067188320844969,0.1167915503082921,0.003041446622611773
166870380,0.516016153,MN,Large_Fingerling,age_1,none,2010,54.74402133,1.051835285,2690.421015,64.56902117,eutrophic,36.93554019,0.287519747,9.448235512,Nl,Lake Agnes,27041,45.894444644523,-95.3743622040938,27041,27041_2010,MN,"Douglas County, Minnesota",50365.0,36167.0,2,0.10067188320844969,0.1167915503082921,0.003041446622611773
58126057,0.488242542,MN,Large_Fingerling,age_1,none,2011,168.9782845,2.274556901,2521.664779,59.45492826,eutrophic,15.20905487,0.848341232,18.27501106,Rsvr,Lake Victoria; Victoria Lake,27041,45.8760793316281,-95.3409545634878,27041,27041_2011,MN,"Douglas County, Minnesota",50365.0,36167.0,1,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125277,0.369566157,MN,Large_Fingerling,age_1,combo,2007,726.3016207,1.567803876,2663.76423,71.36902117,hyper_eutrophic,12.60082552,0.59399684,25.8788414,Nl,Lake Le Homme Dieu,27041,45.9294739129478,-95.3410363246953,27041,27041_2007,MN,"Douglas County, Minnesota",50365.0,36167.0,5,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125241,0.931372549,MN,Large_Fingerling,age_1,none,2009,1056.64497,1.790065566,2189.446232,50.96902117,eutrophic,32.64861989,0.281200632,48.51011658,Nl,Lake Carlos,27041,45.9563176109594,-95.3697681102099,27041,27041_2009,MN,"Douglas County, Minnesota",50365.0,36167.0,3,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125473,0.534223528,MN,Large_Fingerling,age_1,none,2007,422.0085608,1.480923855,2662.300106,54.09315617,eutrophic,28.3643535,0.023696682,18.89667702,Nl,Lake Darling,27041,45.9185881003542,-95.3960807000557,27041,27041_2007,MN,"Douglas County, Minnesota",50365.0,36167.0,5,0.10067188320844969,0.1167915503082921,0.003041446622611773
58125937,0.506624298,MN,Large_Fingerling,age_1,none,2008,307.8724892,2.279864471,2321.574443,44.16902117,mesotrophic,42.59880457,0.023696682,33.83115005,Nl,Lake Latoka,27041,45.8748147812063,-95.4336484428894,27041,27041_2008,MN,"Douglas County, Minnesota",50365.0,36167.0,4,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018344,0.482953198,MN,Large_Fingerling,age_1,none,2008,164.6048443,2.430375397,2339.907857,41.44438216,mesotrophic,19.58022568,0.691943128,37.48262787,Nl,Lake Mina,27041,45.887365653905,-95.4837246811336,27041,27041_2008,MN,"Douglas County, Minnesota",50365.0,36167.0,4,0.10067188320844969,0.1167915503082921,0.003041446622611773
58126443,0.446865146,MN,Large_Fingerling,age_1,combo,2005,170.1654691,2.130843557,2731.702909,44.16902117,mesotrophic,20.02756503,0.529225908,19.80417633,Nl,Lake Rachel,27041,45.8009488247721,-95.549602573347,27041,27041_2005,MN,"Douglas County, Minnesota",50365.0,36167.0,7,0.10067188320844969,0.1167915503082921,0.003041446622611773
86364627,0.487831213,MN,Large_Fingerling,age_1,none,2006,64.46701273,1.335005077,2656.57123,44.26815345,mesotrophic,58.32440252,0.529225908,14.00520229,Nl,Whiskey Lake,27041,45.9728928004083,-95.5755559802487,27041,27041_2006,MN,"Douglas County, Minnesota",50365.0,36167.0,6,0.10067188320844969,0.1167915503082921,0.003041446622611773
86364627,0.494371177,MN,Large_Fingerling,age_1,none,2008,64.46701273,1.335005077,2456.297182,42.25659429,mesotrophic,25.59448515,0.437598736,14.00520229,Nl,Whiskey Lake,27041,45.9728928004083,-95.5755559802487,27041,27041_2008,MN,"Douglas County, Minnesota",50365.0,36167.0,4,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018670,0.357115682,MN,Large_Fingerling,age_1,none,2005,241.673073,1.439907597,2658.797937,57.81506131,eutrophic,37.51348832,0.584518167,4.876549721,Rsvr,Lake Aaron,27041,46.0723560476307,-95.5846699165131,27041,27041_2005,MN,"Douglas County, Minnesota",50365.0,36167.0,7,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018672,0.489036268,MN,Large_Fingerling,age_1,none,2009,325.6018571,1.131573491,2189.232513,44.16902117,mesotrophic,29.67734916,0.134281201,9.752859116,Nl,Lake Moses,27041,46.0613429379065,-95.5989547750257,27041,27041_2009,MN,"Douglas County, Minnesota",50365.0,36167.0,3,0.10067188320844969,0.1167915503082921,0.003041446622611773
120018705,0.345053165,MN,Large_Fingerling,age_1,none,2005,292.6277417,2.314592857,2633.971369,57.15332155,eutrophic,44.42162566,0.67614534,5.786954403,Nl,Lake Oscar,27041,45.8281020112212,-95.605647858646,27041,27041_2005,MN,"Douglas County, Minnesota",50365.0,36167.0,7,0.10067188320844969,0.1167915503082921,0.003041446622611773
